	Marker - Bat Handle			Marker - Bat Hands			Marker - Bat COM			Marker - Bat Top Cap			Marker - Bat Bottom Cap			Virtual Marker - End of Bat			Virtual Marker - Center of Bat		
	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
Index	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series
107	-169.79483	375.510986	1184.800415	-254.251038	545.035156	1512.333984	-293.852051	631.544556	1682.672119	-350.18866	734.140259	1898.482422	-379.794434	665.556519	1921.208618	-364.991547	699.848389	1909.845581	-267.393188	537.679688	1547.322998
108	-171.374908	375.415863	1184.444946	-255.417267	544.985046	1512.107788	-294.838959	631.490112	1682.452515	-350.957245	734.106445	1898.318359	-380.733917	665.570923	1921.026245	-365.845581	699.838684	1909.672241	-268.61026	537.627258	1547.058594
109	-172.969666	375.32489	1184.101318	-256.592133	544.940918	1511.88501	-295.837677	631.449707	1682.233765	-351.735779	734.088989	1898.153198	-381.673401	665.600708	1920.844849	-366.70459	699.844849	1909.499023	-269.837128	537.584839	1546.800171
110	-174.56366	375.24118	1183.774414	-257.775085	544.903198	1511.665161	-296.845642	631.421997	1682.016846	-352.52478	734.086609	1897.986328	-382.612183	665.646484	1920.665039	-367.568481	699.866516	1909.325684	-271.066071	537.553833	1546.550049
111	-176.148788	375.166443	1183.465698	-258.965698	544.872314	1511.447388	-297.859924	631.405212	1681.802856	-353.324097	734.098816	1897.817871	-383.550507	665.70874	1920.487305	-368.437286	699.903809	1909.152588	-272.29303	537.535095	1546.309082
112	-177.728256	375.099792	1183.172119	-260.16391	544.84845	1511.230591	-298.87793	631.397766	1681.592529	-354.13266	734.12616	1897.648193	-384.489014	665.787354	1920.312134	-369.310852	699.956726	1908.980225	-273.519562	537.528259	1546.076172
113	-179.31134	375.038788	1182.888184	-261.369873	544.830933	1511.012939	-299.898071	631.398193	1681.385864	-354.948883	734.169312	1897.477417	-385.42804	665.882202	1920.139648	-370.188477	700.025757	1908.808594	-274.749908	537.532288	1545.848389
114	-180.905029	374.980438	1182.609253	-262.584045	544.818604	1510.793213	-300.919617	631.405579	1681.182495	-355.771301	734.228394	1897.306152	-386.367737	665.992432	1919.969482	-371.069519	700.110413	1908.637817	-275.987274	537.54541	1545.623535
115	-182.511047	374.921326	1182.332764	-263.806793	544.81012	1510.570313	-301.942993	631.41925	1680.980835	-356.598633	734.303345	1897.134644	-387.30835	666.117432	1919.800781	-371.953491	700.210388	1908.467773	-277.232269	537.565857	1545.400269
116	-184.127747	374.857269	1182.057983	-265.037903	544.803711	1510.343628	-302.969055	631.439026	1680.779785	-357.429779	734.393555	1896.963257	-388.250031	666.256348	1919.632568	-372.839905	700.324951	1908.297974	-278.483826	537.591125	1545.177979
117	-185.751923	374.785278	1181.785889	-266.27652	544.798523	1510.113403	-303.998444	631.464417	1680.577881	-358.263245	734.498108	1896.792358	-389.193054	666.408386	1919.463867	-373.728149	700.453247	1908.128052	-279.740051	537.619263	1544.957031
118	-187.380692	374.704865	1181.518677	-267.521912	544.794495	1509.881226	-305.030762	631.494446	1680.374756	-359.097351	734.616089	1896.622437	-390.138123	666.573303	1919.294067	-374.617737	700.594666	1907.958252	-280.999207	537.64978	1544.738403
119	-189.01297	374.617828	1181.258545	-268.773926	544.792847	1509.64917	-306.064758	631.527527	1680.170288	-359.930511	734.746643	1896.45459	-391.086365	666.751404	1919.122559	-375.508423	700.749023	1907.788574	-282.260712	537.683411	1544.52356
120	-190.647644	374.527008	1181.006714	-270.033295	544.795959	1509.419556	-307.098907	631.562256	1679.964722	-360.761658	734.889343	1896.289917	-392.039001	666.943237	1918.949463	-376.40033	700.91626	1907.619751	-283.523987	537.721619	1544.313232
121	-192.281448	374.434692	1180.763306	-271.301636	544.806641	1509.194092	-308.132568	631.598633	1679.758545	-361.590454	735.04364	1896.128906	-392.996765	667.149048	1918.775146	-377.29361	701.096313	1907.452026	-284.787537	537.765503	1544.107666
122	-193.910248	374.34198	1180.52771	-272.58075	544.827271	1508.973511	-309.166107	631.637878	1679.552368	-362.416931	735.208862	1895.971191	-393.959595	667.368042	1918.599609	-378.188263	701.288452	1907.2854	-286.049255	537.815247	1543.906616
123	-195.531128	374.248962	1180.298706	-273.871765	544.858887	1508.758545	-310.200165	631.681641	1679.346802	-363.241211	735.383789	1895.815918	-394.926178	667.598511	1918.42334	-379.083679	701.49115	1907.119629	-287.307404	537.870056	1543.709106
124	-197.143829	374.154999	1180.074707	-275.174286	544.900818	1508.548828	-311.235077	631.731323	1679.142822	-364.063293	735.567505	1895.661621	-395.894501	667.838013	1918.246094	-379.978912	701.702759	1906.953857	-288.561371	537.928894	1543.514282
125	-198.751007	374.059631	1179.85376	-276.486206	544.951416	1508.344116	-312.271362	631.787964	1678.940918	-364.883179	735.758911	1895.507324	-396.86261	668.084961	1918.067749	-380.872894	701.921936	1906.787598	-289.811951	537.990784	1543.320679
126	-200.357483	373.963135	1179.634644	-277.80423	545.008301	1508.144409	-313.310028	631.852722	1678.742065	-365.701172	735.957703	1895.351685	-397.829895	668.338867	1917.888428	-381.765533	702.148254	1906.620117	-291.061493	538.055664	1543.127319
127	-201.969376	373.867035	1179.416626	-279.125	545.069397	1507.949585	-314.352692	631.926392	1678.546631	-366.517975	736.164063	1895.193481	-398.797729	668.601196	1917.708374	-382.657837	702.382629	1906.450928	-292.313599	538.124817	1542.933716
128	-203.593628	373.773132	1179.199829	-280.446136	545.133545	1507.76001	-315.401062	632.009521	1678.354736	-367.334351	736.37854	1895.032104	-399.768005	668.873779	1917.528564	-383.551178	702.62616	1906.280396	-293.572388	538.199646	1542.740112
129	-205.23761	373.682861	1178.984497	-281.766907	545.200378	1507.575195	-316.456635	632.102417	1678.16626	-368.150879	736.602173	1894.867432	-400.741547	669.157898	1917.349731	-384.446198	702.880066	1906.108521	-294.841919	538.281494	1542.546509
130	-206.908539	373.596893	1178.77124	-283.087738	545.27002	1507.394653	-317.520691	632.205566	1677.980835	-368.967407	736.835815	1894.700562	-401.717651	669.453796	1917.172607	-385.342529	703.144775	1905.936646	-296.125519	538.37085	1542.353882
131	-208.612213	373.515198	1178.560181	-284.40979	545.343079	1507.217285	-318.594421	632.31958	1677.797852	-369.783447	737.080017	1894.533081	-402.694794	669.761475	1916.997314	-386.239136	703.420715	1905.765259	-297.42569	538.467957	1542.16272
132	-210.35144	373.437561	1178.351807	-285.733734	545.419983	1507.042725	-319.678894	632.445251	1677.616699	-370.598389	737.334656	1894.366821	-403.671509	670.080811	1916.824341	-387.134949	703.707703	1905.595581	-298.743195	538.572632	1541.973633
133	-212.12619	373.364136	1178.146606	-287.059814	545.501099	1506.87085	-320.774536	632.583008	1677.437256	-371.411438	737.598938	1894.203369	-404.646637	670.412109	1916.654053	-388.029053	704.005493	1905.428711	-300.077637	538.684814	1541.78772
134	-213.934296	373.295319	1177.944702	-288.388947	545.586975	1506.701782	-321.881317	632.73291	1677.259033	-372.222076	737.871826	1894.043701	-405.618835	670.755005	1916.486694	-388.920441	704.313416	1905.265137	-301.427368	538.804382	1541.604858
135	-215.772308	373.231171	1177.746704	-289.722961	545.678528	1506.5354	-322.998444	632.894958	1677.082031	-373.03009	738.152222	1893.888184	-406.586365	671.108948	1916.323242	-389.808228	704.630554	1905.105713	-302.790253	538.930847	1541.426147
136	-217.635895	373.171265	1177.552612	-291.06427	545.776062	1506.371826	-324.124878	633.068726	1676.905884	-373.835632	738.439575	1893.736206	-407.548279	671.473755	1916.16394	-390.691956	704.956665	1904.950073	-304.16391	539.063965	1541.251343
137	-219.520294	373.114685	1177.363037	-292.414764	545.879333	1506.21106	-325.258972	633.253479	1676.730469	-374.639099	738.733154	1893.587158	-408.505249	671.850342	1916.009277	-391.572174	705.291748	1904.798218	-305.546234	539.203186	1541.080566
138	-221.421417	373.060425	1177.177979	-293.775726	545.987671	1506.053589	-326.398499	633.447876	1676.555664	-375.440857	739.032837	1893.439697	-409.458557	672.239136	1915.859253	-392.449707	705.635986	1904.649536	-306.935577	539.348206	1540.913818
139	-223.336304	373.007813	1176.997559	-295.147766	546.100281	1505.900269	-327.541321	633.650146	1676.381104	-376.241394	739.338989	1893.293091	-410.408447	672.639587	1915.713867	-393.324921	705.989258	1904.50354	-308.330627	539.498535	1540.75061
140	-225.263245	372.957001	1176.822021	-296.531128	546.216614	1505.752197	-328.685547	633.85907	1676.207275	-377.040894	739.6521	1893.146362	-411.354431	673.049683	1915.57312	-394.197662	706.350891	1904.359741	-309.730469	539.653931	1540.590942
141	-227.201721	372.908417	1176.651489	-297.925568	546.336182	1505.609985	-329.83017	634.07373	1676.034912	-377.839539	739.973083	1892.999023	-412.296814	673.46814	1915.437622	-395.068176	706.720581	1904.218384	-311.134949	539.814514	1540.434937
142	-229.151672	372.862305	1176.486572	-299.33078	546.458862	1505.474609	-330.97467	634.293762	1675.865723	-378.637451	740.302734	1892.850464	-413.237457	673.895264	1915.307861	-395.937439	707.098999	1904.079102	-312.544556	539.980652	1540.282837
143	-231.112488	372.818298	1176.328247	-300.746033	546.5849	1505.346191	-332.118774	634.518799	1675.701416	-379.43515	740.642029	1892.70105	-414.178162	674.331543	1915.18457	-396.806641	707.486816	1903.942749	-313.959564	540.152588	1540.135498
144	-233.082733	372.77597	1176.178467	-302.169495	546.714661	1505.225098	-333.262238	634.748047	1675.543945	-380.233063	740.991882	1892.551758	-415.119568	674.776978	1915.067993	-397.6763	707.88446	1903.809814	-315.379517	540.3302	1539.994141
145	-235.06073	372.735229	1176.038818	-303.598694	546.848694	1505.111572	-334.405212	634.980713	1675.394409	-381.031372	741.353027	1892.404541	-416.06134	675.230774	1914.95813	-398.546356	708.291931	1903.681274	-316.803528	540.51355	1539.859985
146	-237.045166	372.696533	1175.911011	-305.031555	546.98822	1505.005249	-335.548828	635.216675	1675.254517	-381.829987	741.725464	1892.261963	-417.003418	675.692505	1914.854126	-399.416687	708.708984	1903.557983	-318.230927	540.702759	1539.734497
147	-239.035339	372.660736	1175.795532	-306.467163	547.13501	1504.905396	-336.694763	635.455933	1675.125244	-382.628906	742.108337	1892.126709	-417.945679	676.161621	1914.754883	-400.287292	709.13501	1903.440796	-319.661316	540.897888	1539.618164
148	-241.031464	372.628357	1175.692505	-307.905182	547.290039	1504.811646	-337.845245	635.699036	1675.007446	-383.428284	742.500244	1892.000488	-418.887634	676.637207	1914.659668	-401.157959	709.568726	1903.330078	-321.094696	541.098511	1539.51123
149	-243.034729	372.599762	1175.600952	-309.345337	547.453796	1504.723389	-339.002289	635.946777	1674.901855	-384.228699	742.89978	1891.884399	-419.828735	677.118774	1914.567993	-402.028717	710.009277	1903.226196	-322.531708	541.304504	1539.413574
150	-245.04715	372.574951	1175.518799	-310.787292	547.625732	1504.640503	-340.167694	636.200378	1674.809082	-385.031067	743.306091	1891.778809	-420.769806	677.607178	1914.47998	-402.900452	710.456604	1903.129395	-323.973816	541.515808	1539.324097
151	-247.071259	372.553711	1175.44397	-312.230988	547.805664	1504.562622	-341.342865	636.461609	1674.729736	-385.836487	743.718445	1891.68396	-421.713013	678.104004	1914.396606	-403.77475	710.911194	1903.040283	-325.423004	541.732422	1539.242065
152	-249.108612	372.535614	1175.374268	-313.677002	547.994019	1504.489136	-342.528595	636.732666	1674.664185	-386.645691	744.136169	1891.599365	-422.661041	678.610596	1914.31958	-404.653351	711.373413	1902.959473	-326.880981	541.954529	1539.16687
153	-251.158569	372.520355	1175.308105	-315.126282	548.191162	1504.419067	-343.724792	637.01593	1674.612183	-387.458679	744.558838	1891.524536	-423.616058	679.127441	1914.250854	-405.537354	711.84314	1902.887695	-328.347961	542.181763	1539.0979
154	-253.218872	372.508118	1175.244141	-316.579498	548.397278	1504.350952	-344.930054	637.312988	1674.572632	-388.275024	744.986267	1891.458862	-424.578827	679.654541	1914.192261	-406.42691	712.320435	1902.825562	-329.822906	542.414307	1539.034912
155	-255.287659	372.499817	1175.181641	-318.03717	548.611938	1504.283447	-346.141724	637.624023	1674.543335	-389.093628	745.419556	1891.401245	-425.548737	680.19165	1914.14502	-407.321167	712.805603	1902.773071	-331.304413	542.65271	1538.977417
156	-257.364502	372.49646	1175.120239	-319.499512	548.834473	1504.215942	-347.356567	637.948181	1674.521606	-389.913269	745.860718	1891.350586	-426.524231	680.738159	1914.110474	-408.21875	713.299438	1902.730591	-332.791626	542.897949	1538.925415
157	-259.450348	372.49884	1175.059204	-320.967041	549.063904	1504.148193	-348.571259	638.283997	1674.504517	-390.732208	746.311829	1891.305176	-427.503143	681.293884	1914.089111	-409.117676	713.802856	1902.697144	-334.284027	543.150879	1538.878174
158	-261.546722	372.507538	1174.998291	-322.440308	549.299622	1504.080566	-349.783234	638.630249	1674.489502	-391.54834	746.774414	1891.263428	-428.483002	681.858826	1914.081177	-410.015686	714.316589	1902.672363	-335.781189	543.412048	1538.835327
159	-263.655457	372.523346	1174.93689	-323.920227	549.541565	1504.014038	-350.990997	638.986084	1674.474976	-392.359772	747.248779	1891.223511	-429.461151	682.43335	1914.086304	-410.910461	714.841064	1902.654907	-337.282959	543.68219	1538.795898
160	-265.778625	372.547089	1174.874878	-325.407715	549.790283	1503.949951	-352.193909	639.351135	1674.459351	-393.165771	747.734924	1891.184204	-430.434723	683.017578	1914.102905	-411.800232	715.376282	1902.643555	-338.789429	543.96167	1538.759277
161	-267.917877	372.579285	1174.81189	-326.903229	550.047058	1503.889648	-353.391541	639.725159	1674.442017	-393.967102	748.2323	1891.145508	-431.401337	683.611389	1914.12854	-412.684235	715.921814	1902.637085	-340.301056	544.250549	1538.724487
162	-270.072937	372.620483	1174.749023	-328.407196	550.313904	1503.833862	-354.583618	640.10791	1674.422485	-394.765472	748.739563	1891.108765	-432.359375	684.21405	1914.160645	-413.562408	716.476807	1902.634644	-341.817688	544.548645	1538.691895
163	-272.241302	372.671204	1174.688232	-329.919647	550.592773	1503.783569	-355.770355	640.499207	1674.400757	-395.562347	749.255127	1891.075806	-433.307739	684.824524	1914.196655	-414.435059	717.039795	1902.63623	-343.338196	544.85553	1538.662231
164	-274.419861	372.731567	1174.632324	-331.440002	550.884583	1503.739014	-356.952209	640.899292	1674.377686	-396.358337	749.777588	1891.04834	-434.246216	685.442139	1914.235352	-415.302277	717.609863	1902.641846	-344.861053	545.170715	1538.637085
165	-276.606567	372.80072	1174.58374	-332.966797	551.188599	1503.699829	-358.130035	641.308594	1674.35437	-397.152649	750.306274	1891.027466	-435.175293	686.066711	1914.275879	-416.163971	718.186462	1902.651733	-346.385254	545.493591	1538.617676
166	-278.800049	372.876801	1174.544556	-334.497742	551.502869	1503.665405	-359.304932	641.727173	1674.331909	-397.943726	750.841675	1891.013062	-436.095703	686.697998	1914.317871	-417.019714	718.769836	1902.665527	-347.909882	545.823303	1538.605103
167	-280.998627	372.957764	1174.515625	-336.030243	551.824707	1503.634521	-360.478333	642.154968	1674.311279	-398.729614	751.384033	1891.004028	-437.007874	687.335571	1914.361206	-417.868744	719.359802	1902.682617	-349.433685	546.158752	1538.599121
168	-283.19989	373.042725	1174.497803	-337.561829	552.151733	1503.606445	-361.6521	642.591125	1674.293823	-399.50824	751.933167	1890.999023	-437.911804	687.979248	1914.405396	-418.710022	719.956177	1902.702271	-350.954956	546.499451	1538.600098
169	-285.401367	373.132233	1174.490723	-339.090454	552.482178	1503.580811	-362.827881	643.034302	1674.280151	-400.278015	752.488281	1890.99707	-438.807739	688.62915	1914.450317	-419.542877	720.558716	1902.723633	-352.472137	546.845459	1538.607178
170	-287.601532	373.227448	1174.493652	-340.615112	552.815002	1503.558472	-364.006958	643.483215	1674.271118	-401.037842	753.047974	1890.997314	-439.696228	689.285767	1914.495972	-420.367035	721.16687	1902.746704	-353.984283	547.197144	1538.620117
171	-289.800507	373.329407	1174.504761	-342.136261	553.150391	1503.540894	-365.189697	643.936768	1674.267456	-401.787262	753.611511	1890.999146	-440.577698	689.94928	1914.542236	-421.182495	721.780396	1902.770752	-355.491516	547.554932	1538.637817
172	-291.999878	373.438934	1174.522217	-343.655579	553.48877	1503.529297	-366.376099	644.394287	1674.269653	-402.526672	754.178589	1891.002197	-441.452393	690.619141	1914.589478	-421.989532	722.398865	1902.795898	-356.99472	547.918884	1538.659058
173	-294.202728	373.556091	1174.544678	-345.174866	553.8302	1503.524292	-367.565247	644.854858	1674.277588	-403.256897	754.749878	1891.006348	-442.320923	691.294983	1914.63855	-422.78891	723.0224	1902.82251	-358.495819	548.289246	1538.683594
174	-296.413544	373.680328	1174.570923	-346.696075	554.173767	1503.526001	-368.755249	645.316956	1674.290649	-403.979279	755.326416	1891.011963	-443.184387	691.976746	1914.690063	-423.581818	723.651611	1902.850952	-359.997681	548.665955	1538.710938
175	-298.637695	373.810425	1174.599976	-348.221375	554.51825	1503.534058	-369.94397	645.778564	1674.308228	-404.695313	755.909668	1891.019409	-444.044006	692.665161	1914.744873	-424.369659	724.287415	1902.882202	-361.503662	549.048889	1538.741089
176	-300.880402	373.944855	1174.631226	-349.752747	554.861938	1503.547729	-371.130066	646.238342	1674.329712	-405.406219	756.50116	1891.029297	-444.901215	693.360901	1914.803345	-425.153717	724.93103	1902.91626	-363.017059	549.437927	1538.773682
177	-303.145447	374.082001	1174.664673	-351.291626	555.203369	1503.566406	-372.312866	646.695435	1674.355103	-406.112885	757.102295	1891.04248	-445.757416	694.065125	1914.865845	-425.93515	725.58374	1902.954102	-364.540283	549.832886	1538.809326
178	-305.435333	374.220215	1174.700562	-352.838837	555.541748	1503.589355	-373.491974	647.149475	1674.384155	-406.815613	757.71405	1891.060181	-446.613739	694.778992	1914.932495	-426.714691	726.246521	1902.996338	-366.075012	550.233337	1538.848389
179	-307.751221	374.358185	1174.739868	-354.394409	555.876709	1503.616333	-374.667328	647.600464	1674.416504	-407.514374	758.337402	1891.083618	-447.47113	695.503479	1915.00415	-427.492737	726.920471	1903.043823	-367.621979	550.639343	1538.891846
180	-310.092163	374.494934	1174.784546	-355.95752	556.208496	1503.647339	-375.838898	648.048645	1674.452148	-408.209167	758.9729	1891.11377	-448.3302	696.239319	1915.081421	-428.269684	727.60614	1903.097534	-369.180908	551.050537	1538.94104
181	-312.454224	374.630188	1174.836914	-357.526672	556.537415	1503.682373	-377.006958	648.494751	1674.491455	-408.900146	759.620972	1891.151245	-449.190918	696.986206	1915.165039	-429.045532	728.303589	1903.158081	-370.749878	551.466858	1538.997437
182	-314.832031	374.763947	1174.898804	-359.100189	556.863831	1503.721558	-378.172058	648.939453	1674.534424	-409.587616	760.281555	1891.196167	-450.052063	697.743103	1915.255249	-429.819824	729.012329	1903.225708	-372.325928	551.888123	1539.062256
183	-317.220764	374.896545	1174.972046	-360.676147	557.188293	1503.765381	-379.334656	649.383667	1674.581177	-410.271362	760.954102	1891.248657	-450.911438	698.507874	1915.351563	-430.5914	729.730957	1903.300171	-373.906097	552.313782	1539.136108
184	-319.617004	375.028625	1175.057617	-362.252625	557.511719	1503.814087	-380.494873	649.828125	1674.63147	-410.950653	761.636719	1891.308472	-451.766174	699.27771	1915.453125	-431.358429	730.457214	1903.380859	-375.487732	552.74292	1539.219238
185	-322.018402	375.161377	1175.156982	-363.828064	557.835083	1503.867676	-381.652161	650.273376	1674.684814	-411.624756	762.326782	1891.375	-452.613342	700.049011	1915.558472	-432.119049	731.187927	1903.466675	-377.068726	553.174622	1539.311768
186	-324.423553	375.296387	1175.27063	-365.402008	558.160034	1503.926636	-382.805603	650.719482	1674.740479	-412.293152	763.022217	1891.44812	-453.450256	700.81781	1915.666504	-432.871704	731.920044	1903.557251	-378.647614	553.608215	1539.41394
187	-326.831757	375.435425	1175.398682	-366.975098	558.489014	1503.991455	-383.954468	651.166626	1674.798218	-412.955505	763.721191	1891.52771	-454.274597	701.580566	1915.776245	-433.615051	732.650879	1903.651978	-380.223419	554.043152	1539.525391
188	-329.242432	375.580139	1175.540405	-368.549011	558.825134	1504.062866	-385.098389	651.61499	1674.857544	-413.611389	764.420715	1891.614136	-455.084473	702.334473	1915.887207	-434.347931	733.377625	1903.75061	-381.795166	554.478882	1539.645508
189	-331.654663	375.731659	1175.69397	-370.125488	559.170776	1504.14209	-386.237122	652.064758	1674.918335	-414.260315	765.115967	1891.707031	-455.8797	703.078247	1915.999146	-435.070007	734.097107	1903.853149	-383.362335	554.914368	1539.77356
190	-334.066467	375.890961	1175.856445	-371.705994	559.527344	1504.230835	-387.370361	652.515869	1674.980347	-414.901855	765.802612	1891.80542	-456.661987	703.812561	1916.112305	-435.781921	734.807617	1903.958862	-384.924194	555.349304	1539.907715
191	-336.474365	376.058899	1176.02478	-373.291504	559.895447	1504.330078	-388.497986	652.968567	1675.043579	-415.536377	766.478455	1891.907715	-457.434204	704.539124	1916.227173	-436.485291	735.508789	1904.067505	-386.479828	555.783813	1540.046143
192	-338.874573	376.236725	1176.196045	-374.882324	560.275085	1504.440674	-389.620392	653.42334	1675.107788	-416.164612	767.143066	1892.012817	-458.199219	705.259766	1916.34436	-437.181915	736.201416	1904.178589	-388.028229	556.219055	1540.187256
193	-341.263092	376.426025	1176.367798	-376.478333	560.666138	1504.562866	-390.738281	653.880737	1675.173462	-416.788177	767.797485	1892.120239	-458.9599	705.976135	1916.464355	-437.874054	736.88678	1904.292358	-389.568573	556.656372	1540.330078
194	-343.635956	376.62854	1176.53772	-378.079041	561.068176	1504.695923	-391.852966	654.341614	1675.241211	-417.408936	768.443115	1892.22998	-459.718628	706.690125	1916.587646	-438.563782	737.56665	1904.408813	-391.099884	557.097595	1540.473267
195	-345.990845	376.845795	1176.704224	-379.683746	561.480042	1504.839111	-392.966492	654.806763	1675.312012	-418.028015	769.080811	1892.342529	-460.477417	707.403442	1916.71521	-439.252716	738.242126	1904.528931	-392.621765	557.543945	1540.616577
196	-348.328918	377.07843	1176.866333	-381.291351	561.900513	1504.991211	-394.081604	655.277466	1675.386963	-418.645386	769.710144	1892.458252	-461.237366	708.117371	1916.848389	-439.941376	738.913757	1904.65332	-394.135132	557.996094	1540.759766
197	-350.655029	377.32608	1177.02417	-382.901367	562.328735	1505.151001	-395.201477	655.755005	1675.466797	-419.260254	770.3302	1892.577637	-461.999146	708.83252	1916.987915	-440.6297	739.58136	1904.782837	-395.642365	558.453735	1540.903442
198	-352.976654	377.587799	1177.178711	-384.513611	562.763916	1505.317749	-396.328369	656.240295	1675.552734	-419.871582	770.940247	1892.701172	-462.762573	709.548889	1917.134766	-441.317078	740.244568	1904.917969	-397.146881	558.916199	1541.04834
199	-355.302063	377.862793	1177.331665	-386.128418	563.205139	1505.490845	-397.463318	656.733215	1675.646118	-420.478973	771.540833	1892.829834	-463.527344	710.266052	1917.289917	-442.003143	740.903442	1905.059814	-398.652588	559.383118	1541.195679
200	-357.638	378.150757	1177.484375	-387.746399	563.651672	1505.670288	-398.606232	657.232666	1675.748291	-421.082642	772.133667	1892.964355	-464.292877	710.983704	1917.454224	-442.687775	741.558655	1905.209351	-400.162872	559.854675	1541.346802
201	-359.988922	378.451843	1177.638184	-389.368103	564.103271	1505.855713	-399.756134	657.736816	1675.860107	-421.683533	772.721313	1893.105835	-465.058075	711.701599	1917.628418	-443.370789	742.211487	1905.367065	-401.67984	560.331665	1541.502563
202	-362.357788	378.766296	1177.794067	-390.993347	564.559326	1506.046509	-400.911621	658.243835	1675.9823	-422.282867	773.306091	1893.255005	-465.821808	712.419556	1917.813232	-444.052338	742.862854	1905.534058	-403.205078	560.814575	1541.664063
203	-364.747498	379.093781	1177.952393	-392.621002	565.018982	1506.241333	-402.071167	658.752136	1676.116089	-422.881897	773.889893	1893.412231	-466.58313	713.137207	1918.009155	-444.732513	743.51355	1905.710693	-404.73999	561.30365	1541.831543
204	-367.160828	379.433044	1178.113647	-394.249237	565.481201	1506.439209	-403.233643	659.260742	1676.261719	-423.48114	774.473511	1893.577515	-467.341522	713.85437	1918.215942	-445.411316	744.16394	1905.896729	-406.286072	561.798523	1542.005249
205	-369.598755	379.782196	1178.277832	-395.876404	565.944885	1506.639038	-404.398071	659.769165	1676.419556	-424.080627	775.057373	1893.750977	-468.096832	714.570679	1918.433472	-446.088715	744.814026	1906.092163	-407.843719	562.298096	1542.184937
206	-372.059113	380.139832	1178.445313	-397.501282	566.409546	1506.840698	-405.563507	660.276855	1676.589478	-424.67981	775.640503	1893.932373	-468.849152	715.286011	1918.661987	-446.764496	745.463257	1906.297241	-409.411804	562.801514	1542.371216
207	-374.53717	380.505615	1178.617188	-399.123169	566.874756	1507.044312	-406.728943	660.783325	1676.77124	-425.277313	776.221497	1894.121338	-469.598633	716.000244	1918.901611	-447.437958	746.110901	1906.511475	-410.987549	563.308228	1542.564331
208	-377.027954	380.879822	1178.794434	-400.741302	567.340454	1507.249756	-407.893341	661.288025	1676.964478	-425.871155	776.798035	1894.317749	-470.345367	716.713684	1919.152954	-448.108276	746.755859	1906.735352	-412.568115	563.817871	1542.764893
209	-379.527283	381.262726	1178.978638	-402.35498	567.806396	1507.457642	-409.055756	661.790405	1677.168579	-426.459473	777.368103	1894.521851	-471.089752	717.426575	1919.415894	-448.774628	747.397339	1906.968872	-414.15097	564.330017	1542.973755
210	-382.030823	381.654846	1179.171021	-403.963318	568.272339	1507.668701	-410.215454	662.290222	1677.383057	-427.040833	777.930481	1894.733643	-471.832062	718.139282	1919.690552	-449.436432	748.034912	1907.212036	-415.733612	564.844849	1543.191528
211	-384.534637	382.056305	1179.37207	-405.565674	568.738159	1507.883423	-411.372009	662.787476	1677.606812	-427.614746	778.484863	1894.953003	-472.572235	718.851563	1919.976563	-450.093506	748.668213	1907.464844	-417.314056	565.362244	1543.418457
212	-387.036469	382.466614	1179.581299	-407.161346	569.203796	1508.102539	-412.525513	663.282837	1677.839478	-428.18161	779.031982	1895.179688	-473.309631	719.562988	1920.272705	-450.745636	749.297485	1907.726196	-418.891052	565.88208	1543.653809
213	-389.537415	382.884827	1179.797607	-408.749878	569.669556	1508.32605	-413.675659	663.776855	1678.0802	-428.742493	779.573242	1895.413696	-474.043396	720.273254	1920.578003	-451.392944	749.923279	1907.99585	-420.465179	566.404053	1543.896729
214	-392.040771	383.310486	1180.02002	-410.330811	570.136047	1508.554321	-414.821899	664.269897	1678.328857	-429.298767	780.110535	1895.654297	-474.7724	720.981567	1920.890503	-452.035583	750.546082	1908.272339	-422.038177	566.928284	1544.146118
215	-394.549744	383.74353	1180.247559	-411.904236	570.60437	1508.787598	-415.963562	664.762207	1678.585449	-429.851654	780.645813	1895.900757	-475.49585	721.687378	1921.20874	-452.673737	751.166626	1908.554688	-423.611725	567.455078	1544.401123
216	-397.067322	384.184021	1180.480103	-413.470001	571.075806	1509.026001	-417.10025	665.253662	1678.849731	-430.402405	781.180908	1896.152466	-476.213867	722.39032	1921.531494	-453.308136	751.785583	1908.842041	-425.187744	567.984802	1544.661133
217	-399.596771	384.630981	1180.718628	-415.028503	571.55188	1509.269775	-418.231689	665.744751	1679.12146	-430.952271	781.717163	1896.40918	-476.926941	723.09082	1921.857666	-453.939606	752.403992	1909.133423	-426.768188	568.517456	1544.926025
218	-402.139893	385.083557	1180.964966	-416.580505	572.034058	1509.518799	-419.357605	666.235962	1679.400391	-431.502411	782.255127	1896.671509	-477.635437	723.789124	1922.186768	-454.568939	753.022095	1909.429199	-428.354431	569.052856	1545.197144
219	-404.694641	385.541718	1181.220703	-418.127197	572.523438	1509.772949	-420.477844	666.727905	1679.686401	-432.053711	782.794312	1896.940552	-478.339294	724.485229	1922.518311	-455.196503	753.639771	1909.729492	-429.945557	569.590759	1545.475098
