	Marker - Bat Handle			Marker - Bat Hands			Marker - Bat COM			Marker - Bat Top Cap			Marker - Bat Bottom Cap			Virtual Marker - End of Bat			Virtual Marker - Center of Bat		
	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
Index	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series	Series
333	-626.044922	454.002747	1235.563232	-542.074158	627.738892	1560.725708	-496.335114	715.061035	1729.035889	-447.45462	823.549805	1944.649536	-504.51886	779.822754	1976.405273	-475.986755	801.686279	1960.527466	-551.015869	627.844482	1598.045288
334	-627.106995	454.485687	1236.194214	-542.49585	628.123352	1561.224609	-496.416534	715.346985	1729.473633	-447.094879	823.77356	1945.011475	-504.181641	780.110413	1976.826904	-475.638275	801.941956	1960.919189	-551.37262	628.213806	1598.556763
335	-628.153748	454.965698	1236.823486	-542.900269	628.501892	1561.717773	-496.48465	715.629395	1729.906128	-446.738708	824.005005	1945.377075	-503.823242	780.384277	1977.245605	-475.280975	802.194641	1961.311279	-551.717346	628.580139	1599.067383
336	-629.183777	455.442505	1237.449951	-543.285645	628.872253	1562.204346	-496.538361	715.908203	1730.333374	-446.384552	824.242676	1945.746948	-503.450806	780.653198	1977.664673	-474.917694	802.447937	1961.705811	-552.05072	628.945251	1599.577881
337	-630.195984	455.915771	1238.07251	-543.651245	629.232788	1562.684692	-496.576813	716.183594	1730.755371	-446.030243	824.485474	1946.120728	-503.070923	780.925293	1978.086304	-474.550568	802.705383	1962.103516	-552.373291	629.310608	1600.088013
338	-631.189331	456.385437	1238.690186	-543.997009	629.583069	1563.159546	-496.599213	716.45575	1731.172119	-445.673523	824.732727	1946.497925	-502.687988	781.205688	1978.512085	-474.180756	802.969238	1962.505005	-552.685059	629.677368	1600.597656
339	-632.162842	456.851624	1239.302246	-544.323914	629.924011	1563.630127	-496.605408	716.725159	1731.584229	-445.312042	824.984192	1946.877808	-502.304321	781.49707	1978.942993	-473.808167	803.240662	1962.9104	-552.985474	630.046143	1601.106323
340	-633.116577	457.314758	1239.908691	-544.633606	630.257568	1564.098267	-496.595703	716.992859	1731.992065	-444.943329	825.239563	1947.259399	-501.920593	781.799927	1979.379395	-473.431946	803.519775	1963.319336	-553.274292	630.417236	1601.614014
341	-634.050293	457.775269	1240.510132	-544.927734	630.585693	1564.56543	-496.570496	717.259827	1732.39624	-444.564697	825.498169	1947.641602	-501.535278	782.112671	1979.820801	-473.049988	803.80542	1963.731201	-553.550171	630.790344	1602.120605
342	-634.963379	458.233459	1241.107544	-545.207886	630.910278	1565.033081	-496.529907	717.526978	1732.797241	-444.173767	825.758667	1948.023315	-501.144287	782.430908	1980.265381	-472.659027	804.094788	1964.144287	-553.811218	631.164124	1602.625977
343	-635.855652	458.68927	1241.702148	-545.474976	631.232544	1565.502563	-496.473938	717.794983	1733.195557	-443.768646	826.019897	1948.404053	-500.741333	782.747437	1980.710205	-472.254974	804.383667	1964.557129	-554.055298	631.536499	1603.129639
344	-636.7276	459.142822	1242.295166	-545.729614	631.553589	1565.974731	-496.402466	718.063965	1733.591675	-443.348389	826.279785	1948.782715	-500.319092	783.053833	1981.151611	-471.83374	804.666809	1964.967163	-554.28064	631.904846	1603.631226
345	-637.580688	459.593719	1242.887085	-545.971558	631.874023	1566.450317	-496.315613	718.333618	1733.986084	-442.912231	826.535889	1949.158081	-499.872009	783.343262	1981.586792	-471.39212	804.939575	1965.372437	-554.486389	632.266663	1604.129761
346	-638.417969	460.041138	1243.478638	-546.200439	632.194214	1566.929199	-496.213654	718.603271	1734.379761	-442.45993	826.785156	1949.528564	-499.398438	783.613037	1982.01416	-470.929199	805.199097	1965.771362	-554.673584	632.620117	1604.625
347	-639.243103	460.483826	1244.069946	-546.415527	632.513916	1567.411377	-496.097015	718.872803	1734.773682	-441.991577	827.02478	1949.892456	-498.901398	783.865356	1982.434814	-470.446503	805.445068	1966.163696	-554.844788	632.964417	1605.116821
348	-640.059448	460.920959	1244.661865	-546.616943	632.832764	1567.89624	-495.966583	719.142822	1735.169678	-441.507751	827.253296	1950.249146	-498.386566	784.106079	1982.85083	-469.947144	805.679688	1966.549927	-555.003296	633.300293	1605.605835
349	-640.869263	461.351898	1245.254395	-546.805115	633.150024	1568.383301	-495.823822	719.414917	1735.569824	-441.009247	827.470215	1950.598999	-497.860626	784.341858	1983.264648	-469.434937	805.906006	1966.931885	-555.1521	633.628967	1606.09314
350	-641.673218	461.776306	1245.847656	-546.980591	633.464172	1568.871826	-495.670746	719.691162	1735.976318	-440.49707	827.675903	1950.943359	-497.32901	784.578735	1983.677979	-468.913025	806.127319	1967.310669	-555.293091	633.951843	1606.579224
351	-642.470093	462.193939	1246.440674	-547.144287	633.773804	1569.36084	-495.509491	719.973389	1736.390381	-439.972168	827.87085	1951.283936	-496.795563	784.821045	1984.091431	-468.383881	806.345947	1967.687744	-555.427002	634.269958	1607.064209
352	-643.25708	462.604553	1247.032593	-547.296997	634.078491	1569.849731	-495.342316	720.262756	1736.81311	-439.435089	828.055542	1951.62207	-496.262482	785.071655	1984.504761	-467.848785	806.563599	1968.063354	-555.552917	634.584045	1607.547974
353	-644.031616	463.007996	1247.622192	-547.439575	634.378113	1570.336914	-495.171326	720.559448	1737.245239	-438.886108	828.231018	1951.959351	-495.730743	785.331787	1984.916748	-467.308411	806.781433	1968.437988	-555.669983	634.894714	1608.030151
354	-644.792236	463.40448	1248.209473	-547.572021	634.672791	1570.820801	-494.998352	720.86261	1737.687134	-438.325256	828.398926	1952.296509	-495.20047	785.601746	1985.326416	-466.762848	807.000366	1968.811401	-555.777527	635.202454	1608.510498
355	-645.538391	463.794434	1248.794678	-547.694275	634.962341	1571.299438	-494.824951	721.170166	1738.138428	-437.752777	828.561401	1952.633545	-494.671173	785.881348	1985.732544	-466.211975	807.221375	1969.183105	-555.875183	635.507874	1608.988892
356	-646.270264	464.178772	1249.378906	-547.805847	635.246887	1571.771973	-494.651855	721.47876	1738.597778	-437.16922	828.720825	1952.969482	-494.14212	786.169922	1986.134033	-465.65567	807.445374	1969.551758	-555.962952	635.812073	1609.465332
357	-646.987793	464.558533	1249.963501	-547.906982	635.527405	1572.238892	-494.47876	721.784302	1739.0625	-436.575256	828.879395	1953.302368	-493.612396	786.467163	1986.530518	-465.093842	807.673279	1969.916504	-556.040833	636.115906	1609.940063
358	-647.690857	464.934814	1250.549194	-547.99762	635.804932	1572.701782	-494.303284	722.082397	1739.52832	-435.971893	829.039307	1953.629883	-493.080597	786.772217	1986.921631	-464.526245	807.905762	1970.275757	-556.108582	636.420288	1610.412476
359	-648.379089	465.308685	1251.136597	-548.077637	636.080322	1573.162231	-494.121704	722.369385	1739.989136	-435.360199	829.203369	1953.950439	-492.544647	787.083252	1987.306885	-463.952423	808.143311	1970.628662	-556.165771	636.726013	1610.88269
360	-649.05188	465.680847	1251.72583	-548.146851	636.353943	1573.621948	-493.929993	722.642822	1740.439453	-434.74115	829.372986	1954.264404	-492.001984	787.397949	1987.686279	-463.371582	808.385437	1970.975342	-556.211731	637.033142	1611.350586
361	-649.708679	466.051758	1252.317261	-548.20459	636.625854	1574.081299	-493.725128	722.901733	1740.87561	-434.115082	829.548157	1954.57312	-491.449554	787.713867	1988.060059	-462.782318	808.631042	1971.316528	-556.245483	637.341431	1611.816895
362	-650.34906	466.421448	1252.910889	-548.251099	636.896057	1574.540649	-493.505035	723.146667	1741.296387	-433.481842	829.727295	1954.878296	-490.883759	788.02771	1988.428467	-462.1828	808.877502	1971.65332	-556.26593	637.649475	1612.282104
363	-650.972656	466.789551	1253.507446	-548.286743	637.164673	1574.999756	-493.268646	723.379456	1741.702637	-432.84082	829.908203	1955.181152	-490.300751	788.335938	1988.791504	-461.570801	809.12207	1971.986328	-556.271729	637.955811	1612.746826
364	-651.578979	467.155396	1254.107178	-548.3125	637.431763	1575.458618	-493.015289	723.6026	1742.097046	-432.191742	830.089233	1955.482788	-489.697479	788.636597	1989.149658	-460.944611	809.362915	1972.316284	-556.26178	638.259155	1613.211792
365	-652.167358	467.518372	1254.710693	-548.329041	637.697876	1575.917725	-492.744904	723.81897	1742.482788	-431.534698	830.269897	1955.784546	-489.073029	788.929993	1989.503662	-460.303864	809.599915	1972.644165	-556.235596	638.559143	1613.67749
366	-652.736938	467.877563	1255.318359	-548.336975	637.963867	1576.377563	-492.457855	724.031128	1742.862793	-430.870178	830.450684	1956.087891	-488.429596	789.21936	1989.855225	-459.649902	809.835022	1972.971558	-556.19342	638.856323	1614.14502
367	-653.286865	468.23175	1255.92981	-548.336182	638.231201	1576.838501	-492.154938	724.241089	1743.239868	-430.198853	830.632568	1956.393433	-487.771393	789.50885	1990.205933	-458.985138	810.070679	1973.299683	-556.135986	639.151245	1614.614746
368	-653.817261	468.579834	1256.545166	-548.326538	638.500977	1577.300049	-491.83728	724.450195	1743.615479	-429.520905	830.815918	1956.701172	-487.101227	789.800171	1990.556519	-458.311066	810.308044	1973.628784	-556.064148	639.44397	1615.087036
369	-654.328613	468.921448	1257.164185	-548.307739	638.773438	1577.761597	-491.506165	724.659302	1743.990479	-428.835999	831.000244	1957.01062	-486.418854	790.091309	1990.906616	-457.627411	810.545776	1973.958618	-555.978027	639.733582	1615.561401
370	-654.821167	469.257019	1257.786255	-548.279663	639.048706	1578.223267	-491.163086	724.86853	1744.365112	-428.143433	831.184937	1957.320679	-485.722809	790.37793	1991.255493	-456.933105	810.781433	1974.288086	-555.877136	640.019226	1616.037231
371	-655.295105	469.587677	1258.411011	-548.243042	639.326782	1578.685791	-490.808899	725.077759	1744.738647	-427.442169	831.369141	1957.630249	-485.013092	790.657471	1991.602661	-456.227631	811.013306	1974.616455	-555.761353	640.300476	1616.513794
372	-655.750916	469.914459	1259.038452	-548.197937	639.607788	1579.150269	-490.443726	725.286255	1745.110474	-426.730896	831.552246	1957.938843	-484.291168	790.929321	1991.948486	-455.511047	811.240784	1974.943726	-555.630981	640.577637	1616.991089
373	-656.188965	470.238373	1259.669067	-548.14447	639.891724	1579.618286	-490.067139	725.492615	1745.480103	-426.00824	831.733887	1958.245972	-483.558289	791.193237	1992.293213	-454.783264	811.463562	1975.269653	-555.486145	640.850952	1617.46936
374	-656.609619	470.560486	1260.303467	-548.082581	640.177734	1580.09082	-489.678101	725.69574	1745.847656	-425.272797	831.913696	1958.551636	-482.814026	791.44812	1992.636719	-454.043427	811.680908	1975.594238	-555.326538	641.120667	1617.948853
375	-657.013733	470.881714	1260.941406	-548.011475	640.464966	1580.568604	-489.27597	725.89502	1746.213623	-424.523743	832.091431	1958.856445	-482.057312	791.693115	1992.979126	-453.290527	811.892273	1975.917725	-555.1521	641.387024	1618.429565
376	-657.403687	471.202454	1261.582275	-547.930176	640.752075	1581.052002	-488.860016	726.090332	1746.578613	-423.760498	832.267395	1959.161255	-481.287903	791.929565	1993.321045	-452.5242	812.09845	1976.241211	-554.963928	641.650452	1618.911743
377	-657.782593	471.522339	1262.225342	-547.837402	641.038269	1581.540649	-488.429779	726.281372	1746.942627	-422.982513	832.442139	1959.467041	-480.507385	792.161804	1993.66394	-451.744934	812.302002	1976.56543	-554.763733	641.91217	1619.395386
378	-658.153931	471.840515	1262.870361	-547.732422	641.323364	1582.033691	-487.984772	726.467773	1747.305054	-422.189392	832.615967	1959.77417	-479.719055	792.395996	1994.009766	-450.954224	812.505981	1976.891968	-554.554077	642.173218	1619.881104
379	-658.520386	472.155762	1263.517944	-547.614319	641.60791	1582.530884	-487.52475	726.64856	1747.664795	-421.381104	832.789185	1960.082031	-478.926208	792.638062	1994.360107	-450.153656	812.713623	1977.221069	-554.337036	642.434692	1620.369507
380	-658.884155	472.466827	1264.168213	-547.482849	641.892578	1583.03125	-487.050079	726.82312	1748.020264	-420.55777	832.961914	1960.388794	-478.130066	792.891235	1994.715942	-449.343903	812.926575	1977.552368	-554.114014	642.696716	1620.860352
381	-659.247559	472.772278	1264.821289	-547.337341	642.177368	1583.533203	-486.561859	726.991272	1748.370361	-419.719879	833.134277	1960.692261	-477.32959	793.155029	1995.076538	-448.524719	813.144653	1977.884399	-553.886169	642.958435	1621.352783
382	-659.611938	473.071228	1265.47644	-547.176392	642.460449	1584.033691	-486.061951	727.152832	1748.714355	-418.867737	833.306763	1960.98999	-476.523499	793.428589	1995.440918	-447.695618	813.367676	1978.215454	-553.653809	643.219421	1621.845947
383	-659.977051	473.363037	1266.133057	-546.997559	642.738403	1584.529297	-485.552246	727.307129	1749.052856	-418.001617	833.480225	1961.279175	-475.713196	793.713379	1995.809204	-446.857422	813.596802	1978.544189	-553.417236	643.479919	1622.338623
384	-660.341125	473.6474	1266.790405	-546.79834	643.007202	1585.016113	-485.034729	727.453613	1749.387573	-417.121429	833.655273	1961.557495	-474.902527	794.014038	1996.181763	-446.011993	813.834656	1978.869629	-553.176575	643.741028	1622.829956
385	-660.701111	473.924225	1267.448242	-546.577515	643.264343	1585.49231	-484.510986	727.592163	1749.720459	-416.226929	833.832642	1961.82312	-474.094543	794.334351	1996.55896	-445.160736	814.083496	1979.19104	-552.930908	644.003845	1623.319702
386	-661.053467	474.193512	1268.106201	-546.335083	643.509216	1585.957642	-483.982117	727.724609	1750.053711	-415.318207	834.012512	1962.075806	-473.288757	794.67395	1996.939697	-444.303497	814.343201	1979.507813	-552.678467	644.268372	1623.807007
387	-661.394897	474.455414	1268.763672	-546.072632	643.742798	1586.412842	-483.448608	727.854126	1750.38916	-414.395599	834.194824	1962.316528	-472.480286	795.02832	1997.321289	-443.437927	814.611572	1979.818848	-552.416443	644.533508	1624.29126
388	-661.722839	474.710144	1269.42041	-545.791931	643.967102	1586.859253	-482.910522	727.985352	1750.727905	-413.459656	834.379639	1962.548218	-471.66156	795.389771	1997.699951	-442.560608	814.884705	1980.124146	-552.141724	644.797424	1624.772339
389	-662.035034	474.958252	1270.075928	-545.495239	644.185181	1587.298706	-482.367523	728.123779	1751.071045	-412.511627	834.566956	1962.774292	-470.825623	795.75061	1998.072021	-441.66864	815.158752	1980.423218	-551.851868	645.058472	1625.249512
390	-662.330078	475.200562	1270.72937	-545.184998	644.39978	1587.733765	-481.818329	728.274414	1751.418457	-411.55307	834.75708	1962.998291	-469.967651	796.104797	1998.434814	-440.760345	815.430969	1980.716553	-551.545227	645.315796	1625.723022
391	-662.607178	475.437927	1271.380249	-544.862671	644.612976	1588.166626	-481.261139	728.440186	1751.769653	-410.584839	834.950684	1963.22229	-469.084412	796.448364	1998.786499	-439.834625	815.699524	1981.004395	-551.220886	645.568726	1626.192383
392	-662.866577	475.671143	1272.028076	-544.529663	644.825439	1588.598877	-480.693695	728.621338	1752.123291	-409.60675	835.14856	1963.446777	-468.17395	796.778931	1999.126343	-438.89035	815.963745	1981.286499	-550.878479	645.817444	1626.657227
393	-663.109375	475.90033	1272.672852	-544.186768	645.037231	1589.031006	-480.113922	728.815918	1752.478027	-408.617645	835.351013	1963.670654	-467.235046	797.095215	1999.453979	-437.926331	816.223145	1981.562256	-550.517883	646.061707	1627.117554
394	-663.337036	476.125244	1273.314819	-543.834839	645.24762	1589.462891	-479.520477	729.020752	1752.833252	-407.616028	835.558105	1963.892456	-466.266785	797.395996	1999.769531	-436.941406	816.477051	1981.831055	-550.139221	646.301147	1627.572876
395	-663.552185	476.345184	1273.954712	-543.473633	645.455627	1589.894043	-478.91214	729.231384	1753.187988	-406.601013	835.769287	1964.109985	-465.268616	797.680542	2000.073608	-435.934814	816.724915	1982.091797	-549.74353	646.535034	1628.023193
396	-663.757813	476.559692	1274.593506	-543.102783	645.660583	1590.324707	-478.287537	729.442749	1753.540771	-405.57254	835.983887	1964.321899	-464.23999	797.948242	2000.367065	-434.906281	816.966064	1982.344482	-549.332031	646.762878	1628.468994
397	-663.957031	476.768677	1275.23291	-542.721497	645.862305	1590.754883	-477.645325	729.651245	1753.890503	-404.531189	836.200562	1964.526855	-463.180847	798.199341	2000.651367	-433.856018	817.199951	1982.589111	-548.906555	646.984314	1628.911011
398	-664.15271	476.972382	1275.87439	-542.329346	646.060669	1591.184814	-476.985046	729.855347	1754.236572	-403.477783	836.418457	1964.723633	-462.092072	798.435669	2000.927612	-432.784912	817.427063	1982.825562	-548.468811	647.199707	1629.349976
399	-664.347046	477.171082	1276.519287	-541.925964	646.255005	1591.614136	-476.307312	730.055969	1754.579956	-402.412445	836.637329	1964.911255	-460.975922	798.660583	2001.197266	-431.694183	817.648926	1983.054321	-548.02063	647.409973	1629.786743
400	-664.542053	477.365112	1277.168091	-541.510986	646.443848	1592.042603	-475.61377	730.256226	1754.922119	-401.334839	836.857544	1965.089111	-459.836395	798.87915	2001.462036	-430.585632	817.868347	1983.275635	-547.563843	647.616699	1630.221802
401	-664.740601	477.554749	1277.821899	-541.084717	646.625732	1592.469971	-474.906555	730.459717	1755.265137	-400.243713	837.07959	1965.256836	-458.679413	799.098267	2001.723267	-429.461548	818.088928	1983.48999	-547.101074	647.821838	1630.656006
402	-664.945923	477.74054	1278.482178	-540.647583	646.800781	1592.896118	-474.187378	730.669189	1755.610596	-399.137238	837.303223	1965.414185	-457.51181	799.325317	2001.982422	-428.324524	818.31427	1983.698242	-546.635254	648.027405	1631.09021
403	-665.160645	477.923248	1279.150513	-540.200562	646.970215	1593.321899	-473.456818	730.885559	1755.958374	-398.014038	837.528137	1965.56189	-456.338959	799.565979	2002.240112	-427.176483	818.547058	1983.901001	-546.168579	648.235168	1631.525757
404	-665.38501	478.104004	1279.828003	-539.745239	647.136169	1593.748047	-472.714447	731.108276	1756.307861	-396.873596	837.753479	1965.70166	-455.163055	799.822266	2002.496582	-426.018341	818.787842	1984.099121	-545.70166	648.445923	1631.963501
405	-665.617432	478.283936	1280.514404	-539.282837	647.301025	1594.175293	-471.95932	731.336182	1756.657837	-395.715668	837.977783	1965.835083	-453.982635	800.092407	2002.751343	-424.849152	819.035095	1984.293213	-545.233276	648.659546	1632.403809
406	-665.854736	478.464081	1281.209229	-538.815002	647.466736	1594.603882	-471.19046	731.567871	1757.00708	-394.539642	838.198975	1965.963867	-452.79306	800.370605	2003.003174	-423.666351	819.28479	1984.483521	-544.760559	648.874451	1632.846436
407	-666.092896	478.645935	1281.911987	-538.34259	647.634705	1595.033936	-470.407196	731.80249	1757.354248	-393.344543	838.414795	1966.089233	-451.587616	800.649414	2003.25061	-422.466095	819.532104	1984.669922	-544.27948	649.088989	1633.290894
408	-666.327759	478.831238	1282.621948	-537.865723	647.805786	1595.465332	-469.609283	732.038269	1757.69812	-392.129547	838.623657	1966.212402	-450.359344	800.920654	2003.491821	-421.244446	819.772156	1984.852051	-543.786072	649.301697	1633.737061
409	-666.555481	479.021729	1283.338745	-537.383911	647.980957	1595.898315	-468.796844	732.272949	1758.036377	-390.894867	838.825195	1966.334229	-449.101959	801.177307	2003.725586	-419.998413	820.001221	1985.029907	-543.276978	649.511475	1634.184326
410	-666.772644	479.218781	1284.061523	-536.896606	648.161133	1596.332642	-467.970154	732.503906	1758.367065	-389.641479	839.020142	1966.455444	-447.811005	801.414001	2003.951538	-418.726227	820.217102	1985.203491	-542.749451	649.717957	1634.632446
411	-666.976807	479.423279	1284.789551	-536.402588	648.346802	1596.768188	-467.129272	732.728882	1758.688965	-388.371063	839.209351	1966.57666	-446.485199	801.628906	2004.169922	-417.428131	820.419128	1985.373291	-542.202454	649.921204	1635.081421
412	-667.165955	479.635712	1285.522217	-535.900635	648.53833	1597.204834	-466.274048	732.946899	1759.001465	-387.085358	839.39386	1966.697632	-445.127655	801.82489	2004.382324	-416.106506	820.609375	1985.539917	-541.63623	650.122559	1635.531128
413	-667.338135	479.856171	1286.258545	-535.388977	648.735718	1597.64209	-465.404175	733.157471	1759.304932	-385.785828	839.574341	1966.818604	-443.745331	802.008789	2004.590698	-414.765594	820.791565	1985.704712	-541.05188	650.323853	1635.981567
414	-667.491089	480.084656	1286.998169	-534.865967	648.938782	1598.080078	-464.519226	733.360107	1759.599976	-384.473602	839.751465	1966.939209	-442.347076	802.189209	2004.797119	-413.410339	820.970337	1985.868164	-540.450684	650.527527	1636.433228
415	-667.623169	480.32077	1287.740112	-534.330261	649.146484	1598.518433	-463.618896	733.554138	1759.887085	-383.149323	839.926086	1967.059692	-440.940521	802.373291	2005.002686	-412.044922	821.149719	1986.031128	-539.834045	650.735229	1636.88562
416	-667.733398	480.563232	1288.483154	-533.78064	649.357056	1598.956543	-462.703186	733.739502	1760.166992	-381.813293	840.098694	1967.17981	-439.529877	802.565063	2005.207886	-410.67157	821.331909	1986.193848	-539.202515	650.947571	1637.338501
417	-667.822998	480.81012	1289.225952	-533.216553	649.567993	1599.393188	-461.772339	733.917175	1760.440674	-380.465698	840.269165	1967.299438	-438.115448	802.764526	2005.412109	-409.290588	821.516846	1986.355835	-538.556824	651.163452	1637.790894
418	-667.893799	481.058746	1289.966797	-532.637329	649.776855	1599.826904	-460.82724	734.089722	1760.709473	-379.106232	840.437012	1967.418579	-436.694427	802.969482	2005.61377	-407.90033	821.703247	1986.516113	-537.897034	651.380981	1638.241455
419	-667.94751	481.305603	1290.703613	-532.042358	649.981506	1600.256958	-459.869171	734.260132	1760.974121	-377.734924	840.601379	1967.536743	-435.263641	803.177124	2005.811523	-406.499268	821.889282	1986.674072	-537.223389	651.597473	1638.688843
420	-667.985352	481.5466	1291.434326	-531.431152	650.180542	1600.682617	-458.899872	734.43103	1761.234619	-376.352234	840.761353	1967.653076	-433.821991	803.387085	2006.004761	-405.087097	822.074219	1986.828857	-536.536255	651.810425	1639.131592
421	-668.008179	481.777527	1292.156494	-530.803223	650.37323	1601.10376	-457.920807	734.604492	1761.490723	-374.958771	840.916626	1967.766479	-432.370087	803.60083	2006.193359	-403.664429	822.258728	1986.979858	-535.836304	652.018127	1639.568237
422	-668.016846	481.994568	1292.868652	-530.157898	650.558838	1601.519775	-456.933075	734.781006	1761.741455	-373.555359	841.067078	1967.875122	-430.908722	803.819824	2006.377319	-402.232025	822.443481	1987.126221	-535.124451	652.218994	1639.997437
423	-668.011475	482.194336	1293.569946	-529.495544	650.736511	1601.93042	-455.937164	734.960083	1761.986084	-372.143188	841.213562	1967.976563	-429.438385	804.044922	2006.555908	-400.790802	822.629211	1987.266235	-534.401123	652.411743	1640.418091
424	-667.991821	482.374359	1294.26062	-528.8172	650.904602	1602.335327	-454.932953	735.139343	1762.223877	-370.723297	841.3573	1968.068359	-427.959229	804.276367	2006.728149	-399.341248	822.816833	1987.398193	-533.666565	652.595581	1640.829346
425	-667.95752	482.533203	1294.941895	-528.124512	651.061279	1602.734741	-453.920227	735.315613	1762.454346	-369.296326	841.5	1968.148315	-426.471069	804.514038	2006.892578	-397.883698	823.007019	1987.520508	-532.920593	652.770081	1641.231201
426	-667.908264	482.670654	1295.615356	-527.419067	651.205322	1603.128906	-452.898254	735.485046	1762.677246	-367.862122	841.643188	1968.214355	-424.973755	804.757263	2007.047974	-396.417938	823.200256	1987.631104	-532.163086	652.935425	1641.623169
427	-667.844116	482.787445	1296.283203	-526.702026	651.335815	1603.5177	-451.86615	735.644165	1762.892578	-366.419586	841.787781	1968.265625	-423.467163	805.004761	2007.193359	-394.94339	823.39624	1987.729492	-531.393738	653.091858	1642.006348
428	-667.765869	482.884277	1296.94751	-525.974365	651.452515	1603.901001	-450.822754	735.790894	1763.100342	-364.967102	841.934387	1968.301392	-421.95105	805.255371	2007.328003	-393.459076	823.59491	1987.814697	-530.612488	653.239624	1642.381104
429	-667.675171	482.961609	1297.609863	-525.236145	651.555786	1604.27832	-449.767029	735.924194	1763.300171	-363.503052	842.083496	1968.322021	-420.425171	805.507568	2007.451782	-391.964111	823.795532	1987.886963	-529.819641	653.378601	1642.748413
430	-667.573486	483.020142	1298.272217	-524.487793	651.646362	1604.649536	-448.697998	736.044312	1763.491821	-362.025909	842.235962	1968.328247	-418.888916	805.759766	2007.565186	-390.457428	823.997864	1987.946777	-529.015442	653.509033	1643.109497
431	-667.461792	483.060974	1298.936279	-523.72998	651.725708	1605.014526	-447.614929	736.152344	1763.674805	-360.534882	842.39209	1968.321655	-417.341797	806.010315	2007.668823	-388.938354	824.201172	1987.995239	-528.200073	653.631104	1643.46582
432	-667.340332	483.085815	1299.603271	-522.963623	651.795166	1605.373901	-446.517487	736.250122	1763.848877	-359.029053	842.552368	1968.303833	-415.783386	806.25769	2007.763428	-387.406219	824.405029	1988.033691	-527.373291	653.745422	1643.818481
433	-667.209229	483.096405	1300.273804	-522.190063	651.856567	1605.728149	-445.405853	736.340393	1764.013428	-357.507843	842.716614	1968.276733	-414.213135	806.500366	2007.849731	-385.860474	824.608521	1988.063232	-526.534851	653.852478	1644.168579
434	-667.06842	483.09436	1300.94751	-521.409912	651.911133	1606.078369	-444.281036	736.426025	1764.168701	-355.971039	842.884888	1968.241699	-412.630066	806.736816	2007.927612	-384.300568	824.810852	1988.084717	-525.684509	653.952637	1644.516113
435	-666.918152	483.08139	1301.622681	-520.623413	651.959595	1606.425049	-443.144623	736.510315	1764.315552	-354.418945	843.057251	1968.199951	-411.033447	806.966064	2007.996948	-382.726196	825.011658	1988.098511	-524.822205	654.046509	1644.860596
436	-666.75824	483.059296	1302.297485	-519.82959	652.001709	1606.768555	-441.998322	736.596619	1764.455566	-352.85257	843.233765	1968.151245	-409.422974	807.187988	2008.057739	-381.137787	825.210876	1988.104492	-523.947998	654.135071	1645.20105
437	-666.58783	483.030182	1302.970093	-519.027161	652.036987	1607.109009	-440.843353	736.687988	1764.590698	-351.273041	843.413574	1968.094849	-407.798767	807.40332	2008.109741	-379.535919	825.408447	1988.102295	-523.06189	654.219299	1645.536255
438	-666.405273	482.99588	1303.639771	-518.214539	652.065063	1607.446045	-439.680084	736.786743	1764.7229	-349.681274	843.595398	1968.028809	-406.161377	807.61377	2008.153076	-377.921326	825.604553	1988.090942	-522.163269	654.300232	1645.865356
439	-666.208435	482.958008	1304.306641	-517.390991	652.086304	1607.779785	-438.508179	736.893494	1764.853149	-348.077423	843.777527	1967.950806	-404.511597	807.82135	2008.187134	-376.294525	825.799438	1988.06897	-521.251465	654.378723	1646.187744
440	-665.99585	482.917938	1304.971436	-516.556152	652.101624	1608.109497	-437.326294	737.006836	1764.981689	-346.460419	843.958252	1967.858765	-402.849915	808.028198	2008.211914	-374.655182	825.993225	1988.0354	-520.3255	654.455566	1646.503418
441	-665.766968	482.876282	1305.635132	-515.709595	652.112305	1608.434448	-436.132568	737.123535	1765.107422	-344.828247	844.135925	1967.750854	-401.177002	808.236755	2008.226929	-373.002625	826.18634	1987.988892	-519.384766	654.531311	1646.812012
442	-665.522827	482.832581	1306.299438	-514.850708	652.120178	1608.75354	-434.924744	737.239502	1765.229004	-343.178375	844.308228	1967.626343	-399.493774	808.449707	2008.231934	-371.33609	826.378967	1987.929199	-518.429443	654.605774	1647.11438
443	-665.265869	482.785797	1306.966064	-513.97937	652.127197	1609.065674	-433.700684	737.350708	1765.344727	-341.508514	844.473022	1967.484741	-397.801025	808.670166	2008.226929	-369.654755	826.571594	1987.855835	-517.460327	654.678711	1647.411011
444	-664.998535	482.734924	1307.636108	-513.095093	652.135315	1609.370117	-432.458801	737.453796	1765.452515	-339.816772	844.628845	1967.326294	-396.098877	808.900146	2008.211304	-367.957825	826.764526	1987.768799	-516.478149	654.749756	1647.702515
445	-664.723145	482.679016	1308.310425	-512.197449	652.145386	1609.66687	-431.198364	737.547119	1765.55127	-338.1026	844.775146	1967.151611	-394.386902	809.140869	2008.184448	-366.244751	826.958008	1987.668091	-515.483948	654.818542	1647.989258
